display,left_image,right_image,left_image_90,right_image_90,target_duration,target_duration_90,ANSWER,meta_left_number,meta_right_number,meta_ratio,meta_ratio_group,n,break_key_resp.keys_raw,roi_centre.numLooks_mean,roi_centre.numLooks_raw,roi_centre.numLooks_std,roi_centre.timesOff_raw,roi_centre.timesOn_raw,roi_left.numLooks_mean,roi_left.numLooks_raw,roi_left.numLooks_std,roi_left.timesOff_raw,roi_left.timesOn_raw,roi_left_number.numLooks_mean,roi_left_number.numLooks_raw,roi_left_number.numLooks_std,roi_left_number.timesOff_raw,roi_left_number.timesOn_raw,roi_right.numLooks_mean,roi_right.numLooks_raw,roi_right.numLooks_std,roi_right.timesOff_raw,roi_right.timesOn_raw,roi_right_number.numLooks_mean,roi_right_number.numLooks_raw,roi_right_number.numLooks_std,roi_right_number.timesOff_raw,roi_right_number.timesOn_raw,roi_screen.numLooks_mean,roi_screen.numLooks_raw,roi_screen.numLooks_std,roi_screen.timesOff_raw,roi_screen.timesOn_raw,trial_key_resp.corr_mean,trial_key_resp.corr_raw,trial_key_resp.corr_std,trial_key_resp.keys_raw,trial_key_resp.rt_mean,trial_key_resp.rt_raw,trial_key_resp.rt_std,order
trial,001.png,005.png,001.png,005.png,0,3,right,1,5,0.2,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',0.8728337287902832,0.8728337287902832,0.0,55.0
trial,001.png,006.png,001.png,006.png,0,3,right,1,6,0.16666666666666666,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.0860389471054077,1.0860389471054077,0.0,35.0
trial,001.png,007.png,001.png,007.png,0,3,right,1,7,0.14285714285714285,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',0.9040769934654236,0.9040769934654236,0.0,58.0
trial,008.png,001.png,008.png,001.png,0,3,left,8,1,0.125,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',0.7938563227653503,0.7938563227653503,0.0,62.0
trial,001.png,009.png,001.png,009.png,0,3,right,1,9,0.1111111111111111,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',0.9583883285522461,0.9583883285522461,0.0,38.0
trial,005.png,002.png,005.png,002.png,0,3,left,5,2,0.4,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.2935560941696167,1.2935560941696167,0.0,11.0
trial,009.png,002.png,009.png,002.png,0,3,left,9,2,0.2222222222222222,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',0.9384657144546509,0.9384657144546509,0.0,46.0
trial,003.png,006.png,003.png,006.png,0,3,right,3,6,0.5,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.3393983840942383,1.3393983840942383,0.0,21.0
trial,007.png,003.png,007.png,003.png,0,3,left,7,3,0.42857142857142855,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.5591365098953247,1.5591365098953247,0.0,8.0
trial,005.png,004.png,005.png,004.png,0,3,left,5,4,0.8,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.19158935546875,1.19158935546875,0.0,65.0
trial,004.png,007.png,004.png,007.png,0,3,right,4,7,0.5714285714285714,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.621385931968689,1.621385931968689,0.0,15.0
trial,009.png,004.png,009.png,004.png,0,3,left,9,4,0.4444444444444444,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.5851819515228271,1.5851819515228271,0.0,71.0
trial,006.png,005.png,006.png,005.png,0,3,left,6,5,0.8333333333333334,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.4343830347061157,1.4343830347061157,0.0,32.0
trial,005.png,009.png,005.png,009.png,0,3,right,5,9,0.5555555555555556,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.182070255279541,1.182070255279541,0.0,40.0
trial,006.png,007.png,006.png,007.png,0,3,right,6,7,0.8571428571428571,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.7292388677597046,1.7292388677597046,0.0,51.0
trial,008.png,007.png,008.png,007.png,0,3,left,8,7,0.875,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.329277515411377,1.329277515411377,0.0,30.0
trial,009.png,007.png,009.png,007.png,0,3,left,9,7,0.7777777777777778,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.5667592287063599,1.5667592287063599,0.0,54.0
trial,008.png,009.png,008.png,009.png,0,3,right,8,9,0.8888888888888888,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',3.3392860889434814,3.3392860889434814,0.0,34.0
trial,005.png,001.png,005.png,001.png,0,3,left,5,1,0.2,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.3942434787750244,1.3942434787750244,0.0,50.0
trial,006.png,001.png,006.png,001.png,0,3,left,6,1,0.16666666666666666,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.1726925373077393,1.1726925373077393,0.0,53.0
trial,007.png,001.png,007.png,001.png,0,3,left,7,1,0.14285714285714285,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.676655650138855,1.676655650138855,0.0,31.0
trial,001.png,008.png,001.png,008.png,0,3,right,1,8,0.125,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.5120208263397217,1.5120208263397217,0.0,19.0
trial,009.png,001.png,009.png,001.png,0,3,left,9,1,0.1111111111111111,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.5284768342971802,1.5284768342971802,0.0,33.0
trial,002.png,005.png,002.png,005.png,0,3,right,2,5,0.4,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.1861610412597656,1.1861610412597656,0.0,61.0
trial,002.png,009.png,002.png,009.png,0,3,right,2,9,0.2222222222222222,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.106019377708435,1.106019377708435,0.0,48.0
trial,006.png,003.png,006.png,003.png,0,3,left,6,3,0.5,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.1606638431549072,1.1606638431549072,0.0,25.0
trial,003.png,007.png,003.png,007.png,0,3,right,3,7,0.42857142857142855,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.3319977521896362,1.3319977521896362,0.0,7.0
trial,004.png,005.png,004.png,005.png,0,3,right,4,5,0.8,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.539210319519043,1.539210319519043,0.0,5.0
trial,007.png,004.png,007.png,004.png,0,3,left,7,4,0.5714285714285714,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.1550565958023071,1.1550565958023071,0.0,43.0
trial,004.png,009.png,004.png,009.png,0,3,right,4,9,0.4444444444444444,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.4475361108779907,1.4475361108779907,0.0,14.0
trial,005.png,006.png,005.png,006.png,0,3,right,5,6,0.8333333333333334,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.7321810722351074,1.7321810722351074,0.0,70.0
trial,009.png,005.png,009.png,005.png,0,3,left,9,5,0.5555555555555556,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.4182112216949463,1.4182112216949463,0.0,9.0
trial,007.png,006.png,007.png,006.png,0,3,left,7,6,0.8571428571428571,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.7213977575302124,1.7213977575302124,0.0,2.0
trial,007.png,008.png,007.png,008.png,0,3,right,7,8,0.875,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.482648253440857,1.482648253440857,0.0,68.0
trial,007.png,009.png,007.png,009.png,0,3,right,7,9,0.7777777777777778,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'left',0.8238192796707153,0.8238192796707153,0.0,57.0
trial,009.png,008.png,009.png,008.png,0,3,left,9,8,0.8888888888888888,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.637581467628479,1.637581467628479,0.0,3.0
trial,001.png,005.png,001.png,005.png,0,3,right,1,5,0.2,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.625661015510559,1.625661015510559,0.0,45.0
trial,001.png,006.png,001.png,006.png,0,3,right,1,6,0.16666666666666666,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.1994985342025757,1.1994985342025757,0.0,13.0
trial,001.png,007.png,001.png,007.png,0,3,right,1,7,0.14285714285714285,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.233522653579712,1.233522653579712,0.0,1.0
trial,008.png,001.png,008.png,001.png,0,3,left,8,1,0.125,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.0282206535339355,1.0282206535339355,0.0,52.0
trial,001.png,009.png,001.png,009.png,0,3,right,1,9,0.1111111111111111,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.2715818881988525,1.2715818881988525,0.0,22.0
trial,005.png,002.png,005.png,002.png,0,3,left,5,2,0.4,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.6684542894363403,1.6684542894363403,0.0,16.0
trial,009.png,002.png,009.png,002.png,0,3,left,9,2,0.2222222222222222,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.5937155485153198,1.5937155485153198,0.0,27.0
trial,003.png,006.png,003.png,006.png,0,3,right,3,6,0.5,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.4419742822647095,1.4419742822647095,0.0,17.0
trial,007.png,003.png,007.png,003.png,0,3,left,7,3,0.42857142857142855,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',0.9801716804504395,0.9801716804504395,0.0,64.0
trial,005.png,004.png,005.png,004.png,0,3,left,5,4,0.8,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.4184929132461548,1.4184929132461548,0.0,0.0
trial,004.png,007.png,004.png,007.png,0,3,right,4,7,0.5714285714285714,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',0.9630721807479858,0.9630721807479858,0.0,20.0
trial,009.png,004.png,009.png,004.png,0,3,left,9,4,0.4444444444444444,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.342897891998291,1.342897891998291,0.0,42.0
trial,006.png,005.png,006.png,005.png,0,3,left,6,5,0.8333333333333334,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.5235044956207275,1.5235044956207275,0.0,12.0
trial,005.png,009.png,005.png,009.png,0,3,right,5,9,0.5555555555555556,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.51203191280365,1.51203191280365,0.0,10.0
trial,006.png,007.png,006.png,007.png,0,3,right,6,7,0.8571428571428571,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.2265435457229614,1.2265435457229614,0.0,63.0
trial,008.png,007.png,008.png,007.png,0,3,left,8,7,0.875,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',0.8622102737426758,0.8622102737426758,0.0,47.0
trial,009.png,007.png,009.png,007.png,0,3,left,9,7,0.7777777777777778,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.9684044122695923,1.9684044122695923,0.0,67.0
trial,008.png,009.png,008.png,009.png,0,3,right,8,9,0.8888888888888888,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.6009725332260132,1.6009725332260132,0.0,60.0
trial,005.png,001.png,005.png,001.png,0,3,left,5,1,0.2,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.0598174333572388,1.0598174333572388,0.0,36.0
trial,006.png,001.png,006.png,001.png,0,3,left,6,1,0.16666666666666666,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.1548032760620117,1.1548032760620117,0.0,37.0
trial,007.png,001.png,007.png,001.png,0,3,left,7,1,0.14285714285714285,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.2048842906951904,1.2048842906951904,0.0,69.0
trial,001.png,008.png,001.png,008.png,0,3,right,1,8,0.125,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',0.9585936069488525,0.9585936069488525,0.0,56.0
trial,009.png,001.png,009.png,001.png,0,3,left,9,1,0.1111111111111111,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.2801544666290283,1.2801544666290283,0.0,6.0
trial,002.png,005.png,002.png,005.png,0,3,right,2,5,0.4,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',2.240431308746338,2.240431308746338,0.0,18.0
trial,002.png,009.png,002.png,009.png,0,3,right,2,9,0.2222222222222222,low,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',2.004115581512451,2.004115581512451,0.0,4.0
trial,006.png,003.png,006.png,003.png,0,3,left,6,3,0.5,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.2317084074020386,1.2317084074020386,0.0,41.0
trial,003.png,007.png,003.png,007.png,0,3,right,3,7,0.42857142857142855,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.331237554550171,1.331237554550171,0.0,59.0
trial,004.png,005.png,004.png,005.png,0,3,right,4,5,0.8,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.2592991590499878,1.2592991590499878,0.0,26.0
trial,007.png,004.png,007.png,004.png,0,3,left,7,4,0.5714285714285714,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.1467156410217285,1.1467156410217285,0.0,28.0
trial,004.png,009.png,004.png,009.png,0,3,right,4,9,0.4444444444444444,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.53153395652771,1.53153395652771,0.0,23.0
trial,005.png,006.png,005.png,006.png,0,3,right,5,6,0.8333333333333334,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.349679708480835,1.349679708480835,0.0,44.0
trial,009.png,005.png,009.png,005.png,0,3,left,9,5,0.5555555555555556,medium,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.3756349086761475,1.3756349086761475,0.0,29.0
trial,007.png,006.png,007.png,006.png,0,3,left,7,6,0.8571428571428571,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',2.8159728050231934,2.8159728050231934,0.0,24.0
trial,007.png,008.png,007.png,008.png,0,3,right,7,8,0.875,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.023590087890625,1.023590087890625,0.0,39.0
trial,007.png,009.png,007.png,009.png,0,3,right,7,9,0.7777777777777778,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'right',1.6652131080627441,1.6652131080627441,0.0,66.0
trial,009.png,008.png,009.png,008.png,0,3,left,9,8,0.8888888888888888,high,1.0,,0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',0.0,0.0,0.0,'','',1.0,1.0,0.0,'left',1.5177351236343384,1.5177351236343384,0.0,49.0

extraInfo
participant,0601
session,001
date,2023-02-06_16h57.47.462
expName,mag_comparison_numeral
psychopyVersion,2022.2.5
frameRate,60.00578454579195
